header,type,class,mechanism,group,snp,Can be confirmed,Cluster_ID,Cluster_other_groups,Cluster_classes
MEG_3540|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,,,0,AAK; OHIO; OKP; OXA; SHV,betalactams
MEG_4829|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_4831|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_8424|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_8428|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_8429|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_9728|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_9729|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_9730|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_9731|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_9732|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_9733|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,96,,betalactams
MEG_5832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACF,,,97,QACH; QACL,Drug_and_biocide_resistance
MEG_5833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACF,,,97,QACH; QACL,Drug_and_biocide_resistance
MEG_5834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACF,,,97,QACH; QACL,Drug_and_biocide_resistance
MEG_5835|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACF,,,97,QACH; QACL,Drug_and_biocide_resistance
MEG_5836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACF,,,97,QACH; QACL,Drug_and_biocide_resistance
MEG_5837|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACF,,,97,QACH; QACL,Drug_and_biocide_resistance
MEG_5838|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACF,,,97,QACH; QACL,Drug_and_biocide_resistance
MEG_5848|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACH,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACH,,,97,QACF; QACL,Drug_and_biocide_resistance
MEG_5851|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACL,,,97,QACF; QACH,Drug_and_biocide_resistance
MEG_5852|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACL,,,97,QACF; QACH,Drug_and_biocide_resistance
MEG_5853|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACL,,,97,QACF; QACH,Drug_and_biocide_resistance
MEG_5854|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACL,,,97,QACF; QACH,Drug_and_biocide_resistance
MEG_8651|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pumps,QACL,,,97,QACF; QACH,Drug_and_biocide_resistance
MEG_6999|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET45,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TET45,,,98,TETL,Tetracyclines
MEG_7092|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7093|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7094|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7098|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7099|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7100|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_7102|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_11464|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETL,,,98,TET45,Tetracyclines
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1688|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,Drugs,betalactams,Class A betalactamases,CFX,,,99,,betalactams
MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_85|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_87|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_139|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_140|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_142|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_144|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_324|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,,100,,Aminoglycosides
MEG_4324|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4332|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4333|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,OQXA,,,101,,Drug_and_biocide_resistance
MEG_2503|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,102,DHFR,Trimethoprim
MEG_2505|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,102,DHFR,Trimethoprim
MEG_2516|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,102,DHFR,Trimethoprim
MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,102,DHFR,Trimethoprim
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,102,DHFR,Trimethoprim
MEG_2530|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,102,DHFR,Trimethoprim
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,,102,DHFR,Trimethoprim
MEG_2619|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Drugs,Trimethoprim,Dihydrofolate reductase,DHFR,RequiresSNPConfirmation,No,102,DFRA,Trimethoprim
MEG_2628|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Drugs,Trimethoprim,Dihydrofolate reductase,DHFR,RequiresSNPConfirmation,No,102,DFRA,Trimethoprim
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Drugs,Trimethoprim,Dihydrofolate reductase,DHFR,RequiresSNPConfirmation,No,102,DFRA,Trimethoprim
MEG_2644|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Drugs,Trimethoprim,Dihydrofolate reductase,DHFR,RequiresSNPConfirmation,No,102,DFRA,Trimethoprim
MEG_2645|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Drugs,Trimethoprim,Dihydrofolate reductase,DHFR,RequiresSNPConfirmation,No,102,DFRA,Trimethoprim
MEG_2740|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2741|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2742|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2743|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2744|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2745|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2746|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2747|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2748|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2749|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2750|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_2751|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,,,103,,MLS
MEG_1296|Drugs|betalactams|Class_B_betalactamases|BLAPLA,Drugs,betalactams,Class B betalactamases,BLAPLA,,,104,ORN; PLA,betalactams
MEG_1297|Drugs|betalactams|Class_B_betalactamases|BLAPLA,Drugs,betalactams,Class B betalactamases,BLAPLA,,,104,ORN; PLA,betalactams
MEG_4370|Drugs|betalactams|Class_A_betalactamases|ORN,Drugs,betalactams,Class A betalactamases,ORN,,,104,BLAPLA; PLA,betalactams
MEG_4371|Drugs|betalactams|Class_A_betalactamases|ORN,Drugs,betalactams,Class A betalactamases,ORN,,,104,BLAPLA; PLA,betalactams
MEG_4372|Drugs|betalactams|Class_A_betalactamases|ORN,Drugs,betalactams,Class A betalactamases,ORN,,,104,BLAPLA; PLA,betalactams
MEG_4373|Drugs|betalactams|Class_A_betalactamases|ORN,Drugs,betalactams,Class A betalactamases,ORN,,,104,BLAPLA; PLA,betalactams
MEG_4374|Drugs|betalactams|Class_A_betalactamases|ORN,Drugs,betalactams,Class A betalactamases,ORN,,,104,BLAPLA; PLA,betalactams
MEG_4375|Drugs|betalactams|Class_A_betalactamases|ORN,Drugs,betalactams,Class A betalactamases,ORN,,,104,BLAPLA; PLA,betalactams
MEG_5788|Drugs|betalactams|Class_A_betalactamases|PLA,Drugs,betalactams,Class A betalactamases,PLA,,,104,BLAPLA; ORN,betalactams
MEG_5789|Drugs|betalactams|Class_A_betalactamases|PLA,Drugs,betalactams,Class A betalactamases,PLA,,,104,BLAPLA; ORN,betalactams
MEG_5790|Drugs|betalactams|Class_A_betalactamases|PLA,Drugs,betalactams,Class A betalactamases,PLA,,,104,BLAPLA; ORN,betalactams
MEG_5791|Drugs|betalactams|Class_A_betalactamases|PLA,Drugs,betalactams,Class A betalactamases,PLA,,,104,BLAPLA; ORN,betalactams
MEG_7345|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7346|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7347|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7348|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7349|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7350|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7351|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7352|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7353|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7354|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7355|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,,105,VANRB,Glycopeptides
MEG_7463|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,,105,VANB,Glycopeptides
MEG_4428|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_4758|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_4762|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_4868|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_4886|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_4932|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_5095|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_5209|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_5259|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_5261|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_9667|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_11095|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,,106,,betalactams
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_3205|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_3220|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_3234|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,Yes,107,,Fluoroquinolones
MEG_8146|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,No,107,,Fluoroquinolones
MEG_8773|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,No,107,,Fluoroquinolones
MEG_11440|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,RequiresSNPConfirmation,No,107,,Fluoroquinolones
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,Drugs,betalactams,Class C betalactamases,AMPC,,,108,BLAEC,betalactams
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,Drugs,betalactams,Class C betalactamases,BLAEC,,,108,AMPC,betalactams
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,Drugs,betalactams,Class C betalactamases,BLAEC,,,108,AMPC,betalactams
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,Drugs,betalactams,Class C betalactamases,BLAEC,,,108,AMPC,betalactams
MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,Drugs,betalactams,Class C betalactamases,BLAEC,,,108,AMPC,betalactams
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,Drugs,betalactams,Class C betalactamases,BLAEC,,,108,AMPC,betalactams
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,Drugs,betalactams,Class C betalactamases,BLAEC,,,108,AMPC,betalactams
